region,year,manufacturer,model,fuel,odometer,title_status,transmission,state,lat,long,price_category
ft myers / SW florida,2002.0,jeep,wrangler,gas,139000.0,clean,manual,fl,26.5567,-81.9034,medium
harrisburg,2020.0,ford,f250 super duty crew cab xl,other,6033.0,clean,other,pa,40.27,-76.88,high
roseburg,2007.0,audi,a4 2.0t quattro,gas,181480.0,clean,automatic,or,43.203377,-123.350296,low
detroit metro,2008.0,bmw,335xi awd coupe,gas,104000.0,clean,automatic,mi,42.4086,-83.4978,low
albany,2014.0,chevrolet,sonic lt,gas,65655.0,clean,automatic,ny,42.4754,-73.822,low
richmond,2016.0,mercedes-benz,c-class,gas,52776.0,clean,automatic,va,,,medium
lafayette,2004.0,mitsubishi,eclipse,gas,109210.0,clean,automatic,la,30.4558,-91.0596,low
east idaho,2006.0,honda,ridgeline rtl,gas,181409.0,clean,automatic,id,47.538026,-116.11945,medium
richmond,2011.0,ford,e-150 cargo van,gas,283466.0,clean,automatic,va,37.6628,-77.534,low
boise,2017.0,ford,f-150 xlt,gas,76410.0,clean,automatic,id,43.590746,-116.52618,high
albany,2019.0,ford,super duty f-250 srw xl,other,,clean,automatic,ny,43.220454,-77.819038,high
oneonta,2010.0,dodge,grand caravan,gas,179000.0,clean,automatic,ny,42.9576,-75.4838,low
poconos,2013.0,ford,f150 super cab xl pickup 4d,other,14169.0,clean,other,pa,41.11,-75.45,high
tucson,2017.0,gmc,sierra 2500hd,other,85317.0,clean,automatic,az,32.23539,-110.916482,high
odessa / midland,2015.0,ford,f350,diesel,199000.0,clean,automatic,tx,30.647925,-97.862434,high
raleigh / durham / CH,2013.0,jeep,wrangler,gas,136875.0,clean,automatic,nc,33.972555,-78.031209,high
charlotte,2013.0,honda,civic,gas,157945.0,clean,manual,nc,35.354893,-80.620315,medium
lawton,1998.0,ram,1500,gas,222222.0,clean,manual,ok,34.645686,-97.913511,low
flint,2020.0,cadillac,xt5 premium luxury,gas,4060.0,clean,other,mi,43.02,-83.69,high
tulsa,2011.0,ford,crown victoria police pkg,gas,125200.0,clean,automatic,ok,36.768436,-95.935076,low
lansing,2016.0,chevrolet,silverado 2500hd,diesel,161380.0,clean,automatic,mi,43.0506,-83.61512,high
memphis,2012.0,gmc,sierra 2500 hd extended cab,gas,68696.0,clean,other,tn,35.1,-90.0,high
laredo,2018.0,infiniti,qx80,gas,38036.0,clean,automatic,tx,29.52414,-98.49926,high
madison,2016.0,ford,transit cargo van,gas,96722.0,clean,automatic,wi,43.122774,-88.52791,medium
san diego,2019.0,volkswagen,golf r 4motion,other,16068.0,clean,other,ca,32.86,-117.24,high
port huron,2020.0,other,Genesis G70 2.0T Sedan 4D,other,4171.0,clean,other,mi,43.01717,-82.45099,high
wenatchee,2020.0,jeep,wrangler unlimited maxed,gas,17771.0,,automatic,wa,47.717677,-117.411665,low
south jersey,2011.0,ford,fiesta,gas,114000.0,clean,automatic,nj,39.9308,-75.0175,low
kennewick-pasco-richland,2020.0,ford,f350 diesels powerstroke,diesel,2615.0,clean,automatic,wa,46.234838,-119.128015,high
san antonio,2008.0,jeep,wrangler,gas,150000.0,clean,automatic,tx,29.4492,-98.3446,medium
omaha / council bluffs,2004.0,chevrolet,corvette,gas,93870.0,clean,automatic,ia,41.424186,-96.499908,medium
knoxville,1963.0,other,Triumph TR3B,gas,66269.0,clean,manual,tn,35.7292,-84.3436,medium
dothan,2009.0,hyundai,sonata,gas,93000.0,clean,automatic,al,31.176849,-86.576467,low
south florida,2011.0,chevrolet,hhr,gas,110400.0,clean,automatic,fl,26.6182,-80.056,low
cleveland,2014.0,honda,insight hybrid,hybrid,37000.0,clean,automatic,oh,41.3289,-81.4559,medium
cincinnati,2012.0,toyota,corolla,gas,148117.0,clean,automatic,oh,39.149003,-84.465916,low
raleigh / durham / CH,2017.0,mazda,mazda3 touring 2.5,gas,34723.0,clean,other,nc,35.82,-78.65,medium
fredericksburg,2014.0,mercedes-benz,cla,gas,100000.0,clean,automatic,va,38.46232,-77.402944,medium
redding,2014.0,chevrolet,silverado 2500 hd crew,other,98015.0,clean,other,ca,33.7865,-84.4454,high
rhode island,2011.0,ford,fusion se,gas,85000.0,clean,automatic,ri,42.5959,-72.2267,low
cincinnati,2013.0,nissan,altima,gas,69987.0,clean,automatic,oh,39.187084,-84.653308,medium
akron / canton,2013.0,infiniti,qx56,gas,132798.0,clean,automatic,oh,41.038965,-81.575742,medium
little rock,2016.0,chevrolet,corvette,gas,13131.0,clean,manual,ar,38.4018,-93.785,high
redding,2014.0,ford,f-150,gas,87750.0,clean,automatic,ca,38.59448,-121.26603,high
binghamton,2019.0,ram,1500 crew cab big horn,gas,19381.0,clean,other,ny,42.1,-75.91,high
syracuse,2016.0,chevrolet,trax ltz sport utility,gas,7996.0,clean,other,ny,43.04,-76.14,medium
omaha / council bluffs,2014.0,bmw,3 series,gas,101528.0,clean,automatic,ia,41.1345,-96.2458,medium
south jersey,2017.0,jeep,grand cherokee,gas,75608.0,clean,automatic,nj,40.923344,-74.143356,high
southwest VA,2013.0,bmw,x3,gas,106152.0,clean,automatic,va,,,medium
south jersey,2007.0,infiniti,m35,gas,128599.0,clean,automatic,nj,40.18157,-74.663384,low
fort collins / north CO,2001.0,bmw,325i,gas,192000.0,clean,automatic,co,40.853134,-105.045552,low
boston,2006.0,ford,f-150,gas,120230.0,clean,automatic,ma,42.1167,-70.9543,low
yakima,2013.0,dodge,grand caravan,gas,144401.0,clean,,wa,47.912956,-122.235725,low
knoxville,2016.0,chevrolet,colorado crew cab z71,gas,26039.0,clean,other,tn,35.97,-83.94,high
birmingham,2011.0,ford,f250 super duty,gas,201766.0,clean,automatic,al,33.8374,-86.2552,medium
minneapolis / st paul,2013.0,gmc,sierra sle,gas,169730.0,clean,automatic,mn,44.844322,-93.486443,medium
birmingham,2015.0,audi,a3,gas,92822.0,clean,automatic,al,33.669601,-86.817617,medium
hilton head,2014.0,other,Gx 450,gas,83161.0,clean,automatic,sc,32.171276,-80.768323,high
northwest GA,2015.0,gmc,sierra 2500hd,gas,126690.0,clean,automatic,ga,34.956787,-85.250668,high
knoxville,2019.0,toyota,tacoma trd sport,gas,40230.0,rebuilt,manual,tn,35.9035,-83.1465,high
fayetteville,2010.0,dodge,avenger,gas,188039.0,clean,automatic,nc,35.149811,-78.917271,low
atlanta,2005.0,lexus,rx,gas,113589.0,clean,automatic,ga,34.3073,-83.8256,medium
battle creek,2010.0,dodge,grand caravan,gas,154687.0,clean,automatic,mi,43.1824,-84.1122,low
bend,2012.0,mitsubishi,lancer,gas,84001.0,clean,automatic,or,45.382346,-122.605132,high
billings,2015.0,ford,f150 lariat,gas,95000.0,clean,automatic,mt,45.763455,-108.576627,high
jacksonville,2010.0,jeep,liberty sport 4x4,gas,110201.0,clean,automatic,fl,30.436508,-81.641464,low
treasure coast,2006.0,ford,f250 super duty,diesel,235000.0,clean,automatic,fl,27.466761,-80.30416,medium
elko,2018.0,ford,ecosport titanium awd,gas,38450.0,salvage,automatic,nv,40.746112,-111.939611,low
greenville / upstate,2016.0,jeep,compass,gas,129674.0,clean,,sc,34.80145,-82.42621,medium
yuba-sutter,2013.0,chevrolet,silverado 1500 lt 4wd,other,155795.0,clean,automatic,ca,38.610767,-121.422557,high
vermont,2018.0,subaru,outback,gas,30275.0,clean,automatic,vt,42.905975,-73.218064,high
dallas / fort worth,2005.0,honda,civic ex,gas,142135.0,clean,automatic,tx,32.6041,-96.8653,low
saginaw-midland-baycity,2011.0,ford,escape,gas,154000.0,clean,automatic,mi,42.851055,-83.45119,low
"kansas city, MO",2017.0,mitsubishi,mirage,gas,66000.0,clean,automatic,ks,39.181751,-94.601508,low
denver,2013.0,honda,odyssey,gas,109020.0,clean,automatic,co,39.674406,-104.998604,high
"st louis, MO",2015.0,ford,f150 supercrew cab,gas,142399.0,clean,automatic,il,39.0299,-96.8396,high
treasure coast,2015.0,jeep,renegade,gas,100000.0,clean,automatic,fl,28.1384,-80.6524,low
philadelphia,2013.0,bmw,528i xdrive,gas,80000.0,salvage,manual,pa,40.1547,-74.9904,medium
cleveland,2013.0,chevrolet,cruze,gas,114507.0,clean,automatic,oh,41.8018,-81.048149,medium
ithaca,2008.0,subaru,impreza,gas,145000.0,clean,manual,ny,42.4406,-76.4966,low
"kansas city, MO",2011.0,ford,f-150,gas,127885.0,clean,automatic,ks,41.1345,-96.2458,medium
philadelphia,2020.0,rover,evoque,gas,30000.0,clean,automatic,pa,40.7692,-74.2355,low
corpus christi,2015.0,chevrolet,traverse,gas,81537.0,clean,automatic,tx,27.7061,-97.3537,medium
louisville,2018.0,honda,civic lx coupe 2d,gas,35931.0,clean,other,ky,38.22,-85.74,medium
spokane / coeur d'alene,2018.0,chevrolet,silverado 3500hd cc work truck,other,62633.0,clean,automatic,id,47.6584,-117.1568,high
"washington, DC",2007.0,ford,mustang,gas,76179.0,clean,automatic,dc,38.91542,-77.47277,medium
richmond,2010.0,ford,explorer,gas,145500.0,clean,automatic,va,38.270806,-77.495036,low
lexington,2020.0,acura,mdx sh-awd w/technology,gas,1944.0,clean,other,ky,38.04,-84.45,high
hartford,1999.0,honda,civic,gas,43000.0,clean,automatic,ct,41.6215,-72.7457,low
grand rapids,2015.0,acura,tlx,gas,102900.0,clean,automatic,mi,42.907531,-85.665714,medium
memphis,2014.0,ford,econoline commercial cutaway,gas,98123.0,clean,automatic,tn,40.468785,-74.281707,high
york,2003.0,honda,element,gas,243000.0,clean,automatic,pa,39.9494,-76.713,low
medford-ashland,2012.0,nissan,cube,gas,115218.0,clean,automatic,or,42.42807,-123.330875,low
SF bay area,1998.0,toyota,camry le 4dr sedan,gas,196000.0,clean,automatic,ca,37.4443,-122.1497,low
albany,2013.0,chevrolet,camaro zl1,gas,60000.0,clean,automatic,ny,42.8499,-73.7851,high
fort wayne,1993.0,bmw,318i,gas,168000.0,rebuilt,manual,in,41.0456,-85.3058,low
wichita,1990.0,buick,reatta,gas,107.0,clean,automatic,ks,37.2778,-97.391,low
lehigh valley,2019.0,gmc,acadia sle-1 sport utility,gas,7080.0,clean,other,pa,40.68,-75.22,high
dayton / springfield,2003.0,chrysler,town n country touring,gas,190000.0,clean,automatic,oh,39.628035,-84.293353,low
southern illinois,2005.0,chevrolet,blazer,gas,112000.0,clean,automatic,il,36.8478,-88.6788,low
jackson,2019.0,ford,fiesta,gas,15989.0,clean,automatic,ms,32.38114,-89.48047,medium
lake of the ozarks,2010.0,ford,escape,gas,170000.0,clean,automatic,mo,38.00319,-92.755487,low
orange county,2013.0,dodge,avanger,gas,76969.0,clean,automatic,ca,33.8744,-117.8543,low
ventura county,2017.0,ram,1500,gas,101529.0,clean,automatic,ca,34.070422,-117.383339,high
scranton / wilkes-barre,2013.0,chevrolet,tahoe,other,140042.0,clean,automatic,pa,40.894535,-74.152367,medium
cleveland,2012.0,acura,tl sedan 4d,other,101143.0,clean,other,oh,41.47,-81.67,medium
austin,2020.0,mercedes-benz,cla 250 coupe 4d,other,7080.0,clean,other,tx,30.26,-97.74,high
knoxville,2015.0,ford,fusion titanium,gas,52069.0,clean,automatic,tn,35.863678,-83.532314,medium
ventura county,2014.0,audi,q5 premium plus,gas,41000.0,clean,automatic,ca,33.811,-117.8493,high
holland,2013.0,lexus,ls 460 sedan 4d,gas,33570.0,clean,other,mi,42.77,-86.1,high
waterloo / cedar falls,2019.0,jeep,compass,gas,8252.0,clean,automatic,ia,42.512433,-92.440364,high
new orleans,2013.0,bmw,5 series 528i,gas,119597.0,clean,automatic,la,29.9168,-89.996,low
macon / warner robins,2008.0,ford,expedition,gas,144597.0,clean,automatic,ga,34.139588,-83.971135,medium
pensacola,2017.0,lincoln,mkz hybrid select,hybrid,33618.0,clean,automatic,fl,29.802434,-82.53109,medium
columbia / jeff city,1995.0,chevrolet,kodiak,gas,55000.0,clean,manual,mo,38.995,-92.3112,low
macon / warner robins,2020.0,kia,soul s wagon 4d,gas,2421.0,clean,other,ga,32.8095,-83.6168,medium
indianapolis,2019.0,ford,f250,diesel,48177.0,clean,automatic,in,30.648959,-97.865868,high
hartford,2007.0,toyota,camry solara convertible,gas,65000.0,clean,automatic,ct,41.8759,-72.8012,low
winchester,2011.0,honda,accord ex,gas,176000.0,clean,automatic,va,38.9268,-78.1796,low
cape cod / islands,2014.0,subaru,outback,gas,155087.0,clean,automatic,ma,41.666672,-70.300985,low
north mississippi,2019.0,ford,f150,gas,106054.0,clean,automatic,ms,34.982443,-88.464575,high
bakersfield,2015.0,gmc,sierra 3500hd crew cab,diesel,161823.0,clean,automatic,ca,33.794656,-117.992994,high
"washington, DC",2018.0,ford,f-150,gas,15472.0,clean,automatic,dc,38.762669,-77.461754,high
sarasota-bradenton,2012.0,ford,transit connect xlt,gas,218000.0,clean,automatic,fl,26.923784,-82.306824,low
winston-salem,2014.0,bmw,3 series,hybrid,102792.0,clean,automatic,nc,,,medium
green bay,2013.0,ford,escape titanium awd,gas,126977.0,clean,automatic,wi,44.610504,-88.049143,medium
bellingham,2020.0,honda,clarity,electric,2547.0,clean,automatic,wa,48.75674,-122.45052,high
omaha / council bluffs,2015.0,subaru,legacy,gas,36092.0,clean,automatic,ia,41.256198,-96.023393,medium
las cruces,2018.0,dodge,,other,483.0,clean,automatic,nm,45.494265,-122.579192,high
modesto,2014.0,chevrolet,traverse,gas,108820.0,clean,automatic,ca,37.600004,-120.938713,medium
topeka,2020.0,acura,tlx,gas,1124.0,clean,automatic,ks,38.990868,-95.233358,high
gainesville,2018.0,jeep,wrangler unlimited willys,gas,34636.0,clean,other,fl,29.67,-82.33,high
duluth / superior,2006.0,buick,lucerne cxl,gas,232023.0,clean,automatic,mn,47.2348,-93.5115,low
springfield,2015.0,jeep,wrangler unlimited,gas,36767.0,clean,automatic,mo,38.382623,-93.77344,high
finger lakes,2019.0,mini,countryman cooper se all4,gas,21246.0,clean,automatic,ny,42.86,-76.98,high
st joseph,2019.0,chevrolet,silverado 1500 ld,gas,23488.0,clean,other,mo,39.76,-94.85,high
sacramento,2015.0,nissan,altima 2.5sv sedan,gas,136589.0,clean,automatic,ca,38.627179,-121.401388,medium
fresno / madera,2014.0,toyota,sienna,gas,91905.0,clean,automatic,ca,36.825256,-119.789993,medium
peoria,2018.0,gmc,sierra 1500,gas,94796.0,clean,automatic,il,40.613138,-89.46049,high
reno / tahoe,2001.0,ford,f550 dually,diesel,146000.0,clean,automatic,ca,37.6409,-120.9749,medium
"quad cities, IA/IL",2019.0,kia,forte fe,gas,45516.0,clean,automatic,il,41.51469,-90.423768,medium
syracuse,2017.0,chevrolet,traverse,gas,82216.0,clean,automatic,ny,43.204762,-75.440834,medium
cincinnati,2015.0,ford,mustang 2dr fastback gt,gas,88720.0,,automatic,oh,39.329991,-84.515947,high
houston,2015.0,nissan,titan,gas,48012.0,clean,automatic,tx,29.72156,-95.524841,high
maine,2004.0,toyota,corolla,gas,245000.0,clean,manual,me,45.3508,-68.5077,low
shreveport,2019.0,acura,mdx sh-awd w/technology,other,24495.0,clean,other,la,33.7865,-84.4454,high
fort wayne,2020.0,ford,,other,181.0,clean,manual,in,45.494265,-122.579192,high
lewiston / clarkston,2005.0,jeep,wrangler,gas,80800.0,clean,automatic,id,46.5354,-116.513,medium
monterey bay,2014.0,ford,flex,gas,95533.0,clean,automatic,ca,37.321152,-121.950555,medium
twin falls,2004.0,mercury,sable,gas,163288.0,clean,automatic,id,43.6403,-116.26346,low
cleveland,2001.0,dodge,durango slt 2wd,gas,113000.0,clean,automatic,oh,41.5719,-81.2056,low
birmingham,2015.0,toyota,camry,gas,65381.0,clean,automatic,al,32.9229,-86.545,medium
syracuse,2011.0,gmc,starcraft,,0.0,,automatic,ny,43.008105,-74.352011,low
"kansas city, MO",2017.0,dodge,challenger,gas,62802.0,clean,automatic,ks,38.382623,-93.77344,high
pullman / moscow,2003.0,honda,pilot,gas,213623.0,clean,automatic,id,47.656773,-117.218613,low
eastern NC,2012.0,gmc,yukon,gas,160000.0,clean,automatic,nc,36.2951,-76.2445,medium
sacramento,2013.0,mazda,mazda3,gas,65000.0,clean,automatic,ca,38.7346,-121.234,low
"st louis, MO",2008.0,nissan,rogue,gas,104000.0,clean,automatic,il,38.7375,-90.3265,low
stockton,2019.0,nissan,sentra sr,gas,41458.0,clean,automatic,ca,38.610767,-121.422557,medium
columbia / jeff city,2014.0,ford,expedition,gas,131344.0,clean,automatic,mo,38.382623,-93.77344,medium
louisville,2016.0,chevrolet,camaro ss coupe 2d,gas,9704.0,clean,other,ky,38.22,-85.74,high
logan,2019.0,ford,f150 xlt 4x4 half ton gas,gas,24363.0,clean,automatic,ut,43.61974,-116.29469,high
new hampshire,2014.0,chevrolet,silverado 1500,gas,136000.0,clean,automatic,nh,42.7733,-71.2035,medium
clarksville,2016.0,chevrolet,silverado 1500 regular,gas,41568.0,clean,other,tn,35.06,-85.25,high
reno / tahoe,2016.0,ford,explorer,gas,71088.0,clean,automatic,ca,38.597771,-121.403061,high
charlottesville,2018.0,chrysler,300 limited sedan 4d,gas,71021.0,clean,other,va,38.03,-78.48,medium
louisville,2010.0,chevrolet,silverado 1500,gas,129225.0,clean,automatic,ky,39.254962,-84.107453,medium
western slope,2013.0,acura,mdx,gas,94271.0,clean,automatic,co,39.578815,-104.862418,medium
los angeles,2018.0,ram,promaster city wagon van 4d,gas,61066.0,clean,other,ca,34.2,-118.44,medium
myrtle beach,2008.0,chevrolet,express 1500 cargo van,gas,153152.0,clean,automatic,sc,33.836,-79.048,medium
fort wayne,2010.0,subaru,outback 2.5i premium,gas,175000.0,clean,automatic,in,41.088948,-85.155871,low
kennewick-pasco-richland,2016.0,honda,pilot,gas,53962.0,clean,automatic,wa,46.0471,-118.4093,high
hartford,2006.0,dodge,caravan/grand caravan,gas,166188.0,clean,automatic,ct,41.915593,-72.61482,low
savannah / hinesville,2020.0,buick,encore gx select sport,gas,1113.0,clean,automatic,ga,32.08,-81.1,high
inland empire,2013.0,toyota,tundra,gas,158560.0,clean,automatic,ca,34.009929,-117.43115,medium
modesto,2017.0,mercedes-benz,glc,gas,95674.0,clean,automatic,ca,36.837679,-119.809638,high
tuscaloosa,2020.0,dodge,challenger r/t coupe 2d,other,4269.0,clean,other,al,33.23,-87.54,high
ann arbor,2015.0,ford,fusion se,gas,103917.0,,automatic,mi,42.568136,-83.813674,medium
fargo / moorhead,2020.0,chevrolet,silverado 2500hd crew,gas,24686.0,clean,automatic,mn,46.8564,-96.8123,high
austin,2014.0,ford,f-250 supercab,diesel,159431.0,,automatic,tx,30.523398,-97.630286,high
inland empire,2002.0,chevrolet,prizm lsi,gas,153000.0,clean,automatic,ca,33.9157,-117.2351,low
philadelphia,2002.0,lexus,ls 430,gas,202121.0,clean,automatic,pa,40.123395,-75.01504,low
south florida,2014.0,chevrolet,impala,other,89565.0,rebuilt,automatic,fl,25.869874,-80.242697,medium
vermont,2014.0,subaru,xv crosstrek,gas,142052.0,clean,automatic,vt,42.962853,-71.064426,medium
greenville / upstate,2010.0,dodge,,gas,180.0,clean,automatic,sc,34.0479,-81.1101,low
chicago,2015.0,chevrolet,camaro ss coupe 2d,gas,13542.0,clean,other,il,41.53,-87.26,high
erie,2013.0,chevrolet,silverado,other,224458.0,clean,automatic,pa,41.56995,-81.574738,medium
"st louis, MO",2008.0,bmw,5 series 528i,gas,147000.0,clean,automatic,il,38.7023,-90.3644,low
missoula,2015.0,dodge,charger,gas,26329.0,clean,automatic,mt,47.7989,-116.7423,high
merced,2001.0,toyota,sienna xle minivan 4d,gas,243655.0,clean,automatic,ca,37.3302,-120.508,low
gainesville,2014.0,toyota,camry,gas,95674.0,clean,automatic,fl,29.770834,-82.283186,low
las vegas,2018.0,toyota,prius c,hybrid,13656.0,clean,automatic,nv,36.143249,-115.226909,medium
sacramento,2012.0,ford,f-350 sd,gas,53622.0,clean,automatic,ca,42.516691,-71.757701,high
portland,1993.0,chevrolet,silverado 1500,gas,80000.0,clean,manual,or,45.418166,-122.392845,low
detroit metro,2003.0,lincoln,ls,gas,81799.0,clean,automatic,mi,42.42711,-83.283638,low
south jersey,2004.0,honda,accord,gas,143721.0,clean,automatic,nj,39.935737,-75.033622,low
el paso,2003.0,jeep,grand cherokee,gas,141000.0,clean,automatic,tx,31.7089,-106.3293,low
bellingham,2018.0,infiniti,qx60 base,gas,27256.0,clean,automatic,wa,48.754189,-122.464947,high
gainesville,2012.0,toyota,tacoma prerunner sr5,gas,89074.0,clean,automatic,fl,29.770834,-82.283186,medium
chicago,2002.0,gmc,e350,gas,156974.0,clean,automatic,il,42.012217,-87.967638,low
utica-rome-oneida,2015.0,chevrolet,tahoe,gas,102060.0,clean,automatic,ny,43.204762,-75.440834,high
charlotte,2011.0,ford,f150 lariat,gas,156303.0,clean,automatic,nc,35.016544,-80.572899,medium
oklahoma city,2001.0,chevrolet,silverado 1500,gas,122006.0,clean,manual,ok,35.43062,-97.598741,low
indianapolis,2017.0,kia,soul,gas,47518.0,clean,automatic,in,38.4018,-93.785,medium
baltimore,2015.0,hyundai,veloster,gas,66860.0,clean,automatic,md,39.313577,-76.463968,medium
ft myers / SW florida,2010.0,toyota,corolla,gas,154323.0,clean,automatic,fl,26.657967,-81.844788,low
wichita falls,2016.0,toyota,camry,gas,64404.0,clean,automatic,tx,35.199,-97.4841,medium
milwaukee,2003.0,dodge,dakota sport,gas,143236.0,clean,manual,wi,43.236799,-88.184938,low
grand rapids,2012.0,ford,f150 xlt,gas,151000.0,clean,automatic,mi,42.868176,-85.863137,medium
milwaukee,2007.0,honda,civic hybrid,electric,1.0,clean,automatic,wi,41.622595,-87.633814,low
yakima,2004.0,bmw,x3,gas,190340.0,clean,automatic,wa,46.556175,-120.475066,low
lehigh valley,2018.0,jaguar,f-pace 35t premium sport,other,35560.0,clean,other,pa,40.68,-75.22,high
kennewick-pasco-richland,2019.0,nissan,frontier,gas,25847.0,clean,automatic,wa,47.664705,-117.310362,high
northern panhandle,2018.0,jaguar,xe 25t premium sedan 4d,gas,11500.0,clean,other,oh,40.07,-80.69,high
lakeland,2015.0,ford,f-150,other,183087.0,clean,automatic,fl,28.00853,-82.45974,high
corpus christi,2017.0,toyota,camry,gas,33320.0,clean,automatic,tx,27.65787,-97.479816,medium
bozeman,2004.0,toyota,tundra sr5 4dr double cab sr5,gas,208486.0,clean,automatic,mt,46.601518,-112.019967,medium
morgantown,2018.0,nissan,maxima s sedan 4d,gas,35527.0,clean,automatic,wv,39.63,-79.94,medium
rochester,2005.0,cadillac,cts,gas,137000.0,clean,automatic,ny,43.059787,-77.622548,low
detroit metro,2015.0,jeep,cherokee latitude awd,gas,117545.0,clean,automatic,mi,42.445565,-83.159466,medium
huntsville / decatur,2012.0,ford,econoline commercial,gas,93923.0,clean,automatic,al,34.9506,-85.2432,high
worcester / central MA,2009.0,chevrolet,hhr ls,gas,147452.0,clean,automatic,ma,42.101245,-71.704538,low
raleigh / durham / CH,2005.0,acura,mdx,gas,227840.0,clean,automatic,nc,35.58,-78.7908,low
ft myers / SW florida,2012.0,chevrolet,silverado 1500 regular,gas,26460.0,clean,other,fl,26.63,-81.85,high
jackson,2013.0,ford,cmax hybrid,hybrid,126048.0,clean,automatic,tn,35.619916,-88.83305,low
yuba-sutter,2017.0,mitsubishi,outlander sport es,gas,75300.0,clean,automatic,ca,38.610767,-121.422557,medium
knoxville,2017.0,toyota,tacoma,gas,46956.0,clean,automatic,tn,35.839944,-83.968088,high
kennewick-pasco-richland,2020.0,ram,cummins 3500,diesel,11291.0,clean,automatic,wa,46.234838,-119.128015,high
east oregon,2016.0,ford,lifted f350 diesel lariat,diesel,51706.0,clean,automatic,or,46.234838,-119.128015,high
albuquerque,2018.0,nissan,sentra sv sedan 4d,gas,23389.0,clean,other,nm,35.11,-106.62,medium
modesto,2008.0,lexus,rx 400h basesuv,hybrid,79488.0,,other,ca,37.637869,-120.975297,medium
ft myers / SW florida,2001.0,mercedes-benz,s430,gas,130000.0,clean,automatic,fl,26.573651,-81.884197,low
northern michigan,2011.0,chevrolet,silverado,gas,153000.0,clean,automatic,mi,45.0748,-85.2673,medium
east idaho,2013.0,honda,cr-v ex-l,gas,160800.0,clean,automatic,id,43.443111,-112.076086,medium
las vegas,1998.0,toyota,avalon,gas,189043.0,clean,automatic,nv,36.1721,-115.1224,low
morgantown,2012.0,ford,mustang,gas,97316.0,clean,manual,wv,40.833834,-81.338867,medium
maine,2016.0,volkswagen,tiguan sel,gas,87000.0,clean,automatic,me,43.907985,-69.863222,medium
winchester,2021.0,porsche,911,gas,22.0,clean,automatic,va,38.762669,-77.461754,high
bakersfield,2002.0,ram,1500,gas,14000.0,clean,automatic,ca,35.3855,-118.986,low
norfolk / hampton roads,2012.0,fiat,500,gas,89878.0,clean,manual,va,36.843276,-76.147539,low
athens,1983.0,chevrolet,blazer k5,gas,60000.0,clean,automatic,ga,34.0478,-83.311,low
colorado springs,2006.0,volvo,s60 t5,gas,283466.0,clean,automatic,co,38.886,-104.7399,low
hudson valley,1998.0,toyota,rav4,gas,199026.0,clean,automatic,ny,41.0977,-74.0109,low
charlotte,2013.0,ford,e250 cargo van,gas,36845.0,clean,automatic,nc,35.174714,-80.875926,high
chicago,2008.0,mercedes-benz,e350 4matic,gas,85000.0,clean,automatic,il,42.134,-87.9341,low
chicago,2019.0,hyundai,accent se sedan 4d,other,10370.0,clean,other,il,42.01,-87.84,medium
north jersey,2018.0,volvo,s90 t5 momentum sedan 4d,gas,,clean,other,nj,40.44,-74.82,high
south jersey,2019.0,hyundai,accent se sedan 4d,other,10370.0,clean,other,nj,39.46,-74.99,medium
humboldt county,2011.0,bmw,328i,gas,76000.0,clean,automatic,ca,40.8742,-124.0765,low
atlanta,2017.0,jaguar,xe 35t prestige sedan 4d,other,23279.0,clean,other,ga,33.75,-84.39,high
sarasota-bradenton,2014.0,ford,escape,gas,74921.0,clean,automatic,fl,27.329701,-82.530265,medium
maine,2016.0,ram,1500,gas,93149.0,clean,automatic,me,42.756205,-71.210258,high
boise,2008.0,volvo,v50 2.4i,gas,135654.0,clean,automatic,id,43.615,-116.3975,low
appleton-oshkosh-FDL,2014.0,mercedes-benz,e-class,gas,87413.0,clean,automatic,wi,43.790599,-88.446483,medium
memphis,2014.0,chrysler,town & country,gas,132217.0,clean,automatic,tn,35.172002,-89.943849,medium
atlanta,2012.0,mercedes-benz,s-class,gas,118008.0,clean,automatic,ga,33.7408,-84.2632,medium
erie,2006.0,mercedes-benz,benz e350 awd,gas,139233.0,clean,automatic,pa,42.1108,-80.0521,low
charlottesville,1997.0,bmw,z3 roadster,gas,129151.0,clean,automatic,va,37.915147,-78.473732,low
"st louis, MO",2017.0,jeep,cherokee,gas,46522.0,clean,automatic,il,38.804534,-90.731964,medium
eugene,1985.0,jeep,cherokee chief,gas,166000.0,clean,manual,or,44.0611,-123.0153,low
detroit metro,2014.0,ford,fusion,gas,50000.0,clean,automatic,mi,42.4468,-83.085287,low
buffalo,2018.0,bmw,5 series,gas,29350.0,clean,automatic,ny,,,high
detroit metro,2017.0,buick,encore preferred,gas,25000.0,clean,automatic,mi,42.44955,-82.975033,low
hawaii,2003.0,gmc,envoy,gas,140000.0,clean,automatic,hi,21.2811,-157.8266,low
grand rapids,2018.0,jeep,compass,gas,29926.0,clean,automatic,mi,42.913579,-85.754871,medium
grand rapids,2017.0,bmw,x3 xdrive28i,gas,27254.0,clean,other,mi,42.448987,-85.661948,high
jacksonville,2009.0,lexus,rx 350,gas,98123.0,clean,automatic,nc,35.5068,-78.3479,medium
eugene,2002.0,ram,,diesel,88145.0,clean,manual,or,45.382346,-122.605132,high
seattle-tacoma,2019.0,chevrolet,malibu ls fwd gas auto,gas,91074.0,clean,automatic,wa,47.839605,-122.302203,medium
